142	0 0 0 0 0 1216 1761 1023 0 
143	0 0 0 0 0 1291 1693 1016 0 
144	0 0 0 0 0 1231 1761 1008 0 
145	0 0 0 0 0 1250 1710 1040 0 
146	0 0 0 0 0 1291 1708 1001 0 
147	0 0 0 0 0 1285 1699 1016 0 
148	0 0 0 0 0 1237 1752 1011 0 
149	0 0 0 0 0 1199 1798 1003 0 
150	0 0 0 0 0 1208 1753 1039 0 
151	0 0 0 0 0 1241 1741 1018 0 
152	0 0 0 0 0 1246 1741 1013 0 
153	0 0 0 0 0 1245 1727 1028 0 
154	0 0 0 0 0 1223 1759 1018 0 
155	0 0 0 0 0 1243 1747 1010 0 
156	0 0 0 0 0 1217 1759 1024 0 
157	0 0 0 0 0 1255 1725 1020 0 
158	0 0 0 0 0 1209 1762 1029 0 
159	0 0 0 0 0 1239 1740 1021 0 
160	0 0 0 0 0 1235 1756 1009 0 
161	0 0 0 0 0 1226 1743 1031 0 
162	0 0 0 0 0 1248 1751 1001 0 
163	0 0 0 0 0 1289 1696 1015 0 
164	0 0 0 0 0 1244 1739 1017 0 
165	0 0 0 0 0 1257 1730 1013 0 
166	0 0 0 0 0 1285 1700 1015 0 
167	0 0 0 0 0 1204 1781 1015 0 
168	0 0 0 0 0 1190 1770 1040 0 
169	0 0 0 0 0 1276 1707 1017 0 
170	0 0 0 0 0 1241 1751 1008 0 
171	0 0 0 0 0 1238 1749 1013 0 
172	0 0 0 0 0 1203 1775 1022 0 
173	0 0 0 0 0 1248 1718 1034 0 
174	0 0 0 0 0 1259 1733 1008 0 
175	0 0 0 0 0 1242 1742 1016 0 
176	0 0 0 0 0 1278 1693 1029 0 
177	0 0 0 0 0 1277 1711 1012 0 
178	0 0 0 0 0 1235 1750 1015 0 
179	0 0 0 0 0 1282 1675 1043 0 
180	0 0 0 0 0 1234 1760 1006 0 
181	0 0 0 0 0 1269 1728 1003 0 
182	0 0 0 0 0 1247 1731 1022 0 
183	0 0 0 0 0 1294 1669 1037 0 
184	0 0 0 0 0 1231 1755 1014 0 
185	0 0 0 0 0 1285 1692 1023 0 
186	0 0 0 0 0 1267 1705 1028 0 
187	0 0 0 0 0 1197 1788 1015 0 
188	0 0 0 0 0 1244 1726 1030 0 
189	0 0 0 0 0 1197 1789 1014 0 
190	0 0 0 0 0 1215 1720 1065 0 
191	0 0 0 0 0 1244 1734 1022 0 
192	0 0 0 0 0 1259 1723 1018 0 
193	0 0 0 0 0 1254 1711 1035 0 
194	0 0 0 0 0 1213 1753 1034 0 
195	0 0 0 0 0 1239 1751 1010 0 
196	0 0 0 0 0 1240 1733 1027 0 
197	0 0 0 0 0 1222 1762 1016 0 
198	0 0 0 0 0 1251 1738 1011 0 
199	0 0 0 0 0 1218 1780 1002 0 
200	0 0 0 0 0 1230 1729 1041 0 
201	0 0 0 0 0 1210 1754 1036 0 
202	0 0 0 0 0 1247 1728 1025 0 
203	0 0 0 0 0 1210 1785 1005 0 
204	0 0 0 0 0 1275 1724 1001 0 
205	0 0 0 0 0 1270 1728 1002 0 
206	0 0 0 0 0 1272 1685 1043 0 
207	0 0 0 0 0 1287 1709 1004 0 
208	0 0 0 0 0 1183 1781 1036 0 
209	0 0 0 0 0 1219 1762 1019 0 
210	0 0 0 0 0 1209 1768 1023 0 
211	0 0 0 0 0 1237 1720 1043 0 
212	0 0 0 0 0 1227 1768 1005 0 
213	0 0 0 0 0 1264 1725 1011 0 
214	0 0 0 0 0 1246 1730 1024 0 
215	0 0 0 0 0 1246 1722 1032 0 
216	0 0 0 0 0 518 2032 1450 0 
217	0 0 0 0 754 1698 1015 533 0 
218	0 0 0 0 0 495 1734 1505 266 
219	0 0 0 0 0 526 500 2974 0 
220	0 0 0 0 0 513 544 2943 0 
221	0 0 0 0 0 509 528 2963 0 
222	0 0 0 469 501 1020 1535 475 0 
223	0 0 0 0 0 1523 2014 463 0 
224	0 0 0 0 0 1522 1969 509 0 
225	0 0 0 0 0 1505 1504 991 0 
226	0 0 0 0 2033 737 364 378 488 
227	0 0 0 0 0 0 1971 2029 0 
228	0 0 0 1532 0 1047 969 452 0 
229	0 0 0 1479 0 1013 994 514 0 
230	0 0 0 998 0 1491 0 1247 264 
231	0 0 0 0 0 1941 0 1770 289 
232	0 0 0 0 0 0 0 2994 1006 
233	0 0 0 992 484 1253 736 535 0 
234	0 0 0 986 504 1301 726 483 0 
235	0 0 0 0 0 2999 493 508 0 
236	0 0 0 0 0 1252 1257 1491 0 
237	0 0 0 0 0 1233 1195 1572 0 
238	0 0 0 964 0 1012 1504 520 0 
239	0 0 0 0 0 1947 2053 0 0 
240	0 0 0 986 485 1475 1054 0 0 
241	0 0 0 0 0 2770 746 241 243 
242	0 0 0 0 0 1051 990 1424 535 
243	0 0 0 0 0 992 1011 1457 540 
244	0 0 0 0 0 981 1010 1479 530 
245	0 0 0 0 0 999 1015 1459 527 
246	0 0 0 0 0 1005 989 1483 523 
247	0 0 0 0 0 1008 1002 1475 515 
248	0 0 0 0 0 999 1025 1440 536 
249	0 0 0 0 0 989 1027 1466 518 
250	0 0 0 0 0 998 1001 1467 534 
251	0 0 0 0 0 997 1004 1452 547 
252	0 0 0 0 0 1003 1000 1472 525 
253	0 0 0 0 0 1007 1004 1458 531 
254	0 0 0 0 0 975 987 1492 546 
255	0 0 0 0 0 1016 969 1449 566 
256	0 0 0 0 0 1000 985 1481 534 
257	0 0 0 0 0 1018 1004 1471 507 
258	0 0 0 0 0 1017 988 1455 540 
259	0 0 0 0 0 1007 1013 1434 546 
260	0 0 0 0 0 959 1033 1442 566 
261	0 0 0 0 0 1005 987 1483 525 
262	0 0 0 0 0 1004 1008 1448 540 
263	0 0 0 0 0 998 999 1466 537 
264	0 0 0 0 0 960 1013 1467 560 
265	0 0 0 0 0 1044 989 1423 544 
266	0 0 0 0 0 976 1039 1438 547 
267	0 0 0 0 0 1011 1017 1454 518 
268	0 0 0 0 0 1021 1013 1455 511 
269	0 0 0 0 0 999 999 1485 517 
270	0 0 0 0 0 1029 1011 1430 530 
271	0 0 0 0 0 1054 996 1424 526 
272	0 0 0 0 0 988 1017 1451 544 
273	0 0 0 0 0 1007 1009 1454 530 
274	0 0 0 0 0 1010 1015 1453 522 
275	0 0 0 0 0 1010 1002 1451 537 
276	0 0 0 0 0 991 1004 1487 518 
277	0 0 0 0 0 1007 987 1463 543 
278	0 0 0 0 0 1009 989 1477 525 
279	0 0 0 0 0 1021 1025 1423 531 
280	0 0 0 0 0 997 1002 1455 546 
281	0 0 0 0 0 992 982 1481 545 
282	0 0 0 0 0 1036 998 1458 508 
283	0 0 0 0 0 1040 999 1424 537 
284	0 0 0 0 0 988 969 1484 559 
285	0 0 0 0 0 1000 983 1474 543 
286	0 0 0 0 0 1006 988 1478 528 
287	0 0 0 0 0 1036 1006 1432 526 
288	0 0 0 0 0 1011 973 1476 540 
289	0 0 0 0 0 1010 989 1461 540 
290	0 0 0 0 0 1004 999 1452 545 
291	0 0 0 0 0 987 1023 1464 526 
292	0 0 0 0 0 992 1029 1443 536 
293	0 0 0 0 0 977 1011 1479 533 
294	0 0 0 0 0 1017 966 1464 553 
295	0 0 0 0 0 1020 990 1464 526 
296	0 0 0 0 0 1009 997 1477 517 
297	0 0 0 0 0 1009 981 1457 553 
298	0 0 0 0 0 995 1046 1420 539 
299	0 0 0 0 0 998 1000 1476 526 
300	0 0 0 0 0 1000 967 1476 557 
301	0 0 0 0 0 1015 1005 1459 521 
302	0 0 0 0 0 1014 999 1469 518 
303	0 0 0 0 0 1003 993 1484 520 
304	0 0 0 0 0 1022 984 1461 533 
305	0 0 0 0 0 1003 1003 1468 526 
306	0 0 0 0 0 1004 999 1478 519 
307	0 0 0 0 0 976 991 1493 540 
308	0 0 0 0 0 991 1014 1466 529 
309	0 0 0 0 0 1004 1008 1459 529 
310	0 0 0 0 0 997 1015 1444 544 
311	0 0 0 0 0 1016 1004 1457 523 
312	0 0 0 0 0 1017 1015 1432 536 
313	0 0 0 0 0 1017 1041 1424 518 
314	0 0 0 0 0 1026 1003 1461 510 
315	0 0 0 0 0 989 1004 1471 536 
316	0 0 0 0 0 1021 1005 1428 546 
317	0 0 0 0 0 1003 994 1474 529 
318	0 0 0 0 0 1012 1000 1455 533 
319	0 0 0 0 0 994 976 1475 555 
320	0 0 0 0 0 1002 1014 1485 499 
321	0 0 0 0 0 1003 1002 1470 525 
322	0 0 0 0 0 1024 1017 1440 519 
323	0 0 0 0 0 974 1003 1476 547 
324	0 0 0 0 0 1010 997 1476 517 
325	0 0 0 0 0 985 980 1478 557 
326	0 0 0 0 0 1002 997 1459 542 
327	0 0 0 0 0 1002 985 1477 536 
328	0 0 0 0 0 988 1033 1442 537 
329	0 0 0 0 0 1028 981 1451 540 
330	0 0 0 0 0 1024 978 1444 554 
331	0 0 0 0 0 1021 1027 1438 514 
332	0 0 0 0 0 998 1021 1462 519 
333	0 0 0 0 0 1008 988 1473 531 
334	0 0 0 0 0 998 1018 1462 522 
335	0 0 0 0 0 1046 990 1433 531 
336	0 0 0 0 0 1007 997 1459 537 
337	0 0 0 0 0 1004 1038 1428 530 
338	0 0 0 0 0 992 1033 1441 534 
339	0 0 0 0 0 999 1000 1471 530 
340	0 0 0 0 0 1020 1010 1454 516 
341	0 0 0 0 0 1014 1013 1467 506 
342	0 0 0 0 0 1025 995 1447 533 
343	0 0 0 0 0 972 1026 1462 540 
344	0 0 0 0 0 1022 999 1451 528 
345	0 0 0 0 0 972 998 1497 533 
346	0 0 0 0 0 996 1022 1455 527 
347	0 0 0 0 0 1014 1003 1433 550 
348	0 0 0 0 0 1015 982 1477 526 
349	0 0 0 0 0 1065 1017 1407 511 
350	0 0 0 0 0 954 1022 1456 568 
351	0 0 0 0 0 1032 989 1451 528 
352	0 0 0 0 0 1024 1032 1431 513 
353	0 0 0 0 0 996 1014 1476 514 
354	0 0 0 0 0 996 1021 1442 541 
355	0 0 0 0 0 956 998 1484 562 
356	0 0 0 0 0 994 1000 1465 541 
357	0 0 0 0 0 1039 983 1446 532 
358	0 0 0 0 0 1003 986 1475 536 
359	0 0 0 0 0 1023 1026 1419 532 
360	0 0 0 0 0 970 1042 1438 550 
361	0 0 0 0 0 1007 987 1481 525 
362	0 0 0 0 0 1000 1019 1454 527 
363	0 0 0 0 0 1002 1017 1472 509 
364	0 0 0 0 0 1006 982 1476 536 
365	0 0 0 0 0 986 1013 1472 529 
366	0 0 0 0 0 997 994 1487 522 
367	0 0 0 0 0 1010 1008 1473 509 
368	0 0 0 0 0 1014 1008 1457 521 
369	0 0 0 0 0 985 1011 1470 534 
370	0 0 0 0 0 979 1028 1438 555 
371	0 0 0 0 0 1017 999 1464 520 
372	0 0 0 0 0 1038 1005 1428 529 
373	0 0 0 0 0 999 996 1492 513 
374	0 0 0 0 0 1002 1001 1481 516 
375	0 0 0 0 0 1004 1010 1460 526 
376	0 0 0 0 0 1025 1010 1431 534 
377	0 0 0 0 0 1005 994 1466 535 
378	0 0 0 0 0 1008 970 1482 540 
379	0 0 0 0 0 1004 1029 1431 536 
380	0 0 0 0 0 997 975 1469 559 
381	0 0 0 0 0 1003 986 1466 545 
382	0 0 0 0 0 983 1014 1471 532 
383	0 0 0 0 0 987 996 1440 577 
384	0 0 0 0 0 990 995 1457 558 
385	0 0 0 0 0 990 1023 1468 519 
386	0 0 0 0 0 964 1037 1438 561 
387	0 0 0 0 0 988 1000 1465 547 
388	0 0 0 0 0 1037 998 1440 525 
389	0 0 0 0 0 1013 1027 1443 517 
390	0 0 0 0 0 992 998 1467 543 
391	0 0 0 0 0 1009 1003 1480 508 
392	0 0 0 0 0 997 1037 1442 524 
393	0 0 0 0 0 998 1024 1452 526 
394	0 0 0 0 0 995 978 1494 533 
395	0 0 0 0 0 1024 992 1443 541 
396	0 0 0 0 0 1006 1012 1466 516 
397	0 0 0 0 0 1011 1050 1416 523 
398	0 0 0 0 0 1034 1035 1413 518 
399	0 0 0 0 0 1028 1005 1456 511 
400	0 0 0 0 0 1009 1020 1438 533 
401	0 0 0 0 0 998 994 1472 536 
402	0 0 0 0 0 1043 1008 1449 500 
403	0 0 0 0 0 997 1007 1472 524 
404	0 0 0 0 0 998 1014 1464 524 
405	0 0 0 0 0 992 996 1466 546 
406	0 0 0 0 0 1010 995 1482 513 
407	0 0 0 0 0 1003 972 1480 545 
408	0 0 0 0 0 989 1020 1440 551 
409	0 0 0 0 0 1049 1013 1414 524 
410	0 0 0 0 0 1003 997 1478 522 
411	0 0 0 0 0 1014 1000 1487 499 
412	0 0 0 0 0 1041 997 1432 530 
413	0 0 0 0 0 1012 1033 1424 531 
414	0 0 0 0 0 1014 1011 1448 527 
415	0 0 0 0 0 998 1002 1472 528 
416	0 0 0 0 0 1005 1055 1395 545 
417	0 0 0 0 0 1002 1040 1428 530 
418	0 0 0 0 0 1002 1017 1438 543 
419	0 0 0 0 0 977 1010 1482 531 
420	0 0 0 0 0 1029 989 1449 533 
421	0 0 0 0 0 1013 1001 1454 532 
422	0 0 0 0 0 988 981 1495 536 
423	0 0 0 0 0 1040 993 1443 524 
424	0 0 0 0 0 1041 1020 1403 536 
425	0 0 0 0 0 1020 993 1477 510 
426	0 0 0 0 0 1018 1008 1458 516 
427	0 0 0 0 0 1000 1000 1484 516 
428	0 0 0 0 0 993 1039 1445 523 
429	0 0 0 0 0 1024 986 1472 518 
430	0 0 0 0 0 1014 1001 1464 521 
431	0 0 0 0 0 994 998 1457 551 
432	0 0 0 0 0 1017 1010 1455 518 
433	0 0 0 0 0 1013 1011 1439 537 
434	0 0 0 0 0 1018 1029 1431 522 
435	0 0 0 0 0 1014 1000 1461 525 
436	0 0 0 0 0 992 1031 1450 527 
437	0 0 0 0 0 1018 1003 1439 540 
438	0 0 0 0 0 1009 1005 1457 529 
439	0 0 0 0 0 999 1011 1462 528 
440	0 0 0 0 0 1017 1007 1451 525 
441	0 0 0 0 0 995 1025 1464 516 
442	0 0 0 0 0 996 1016 1450 538 
443	0 0 0 0 0 1019 1021 1440 520 
444	0 0 0 0 0 1002 1001 1462 535 
445	0 0 0 0 0 991 1038 1436 535 
446	0 0 0 0 0 1022 1006 1444 528 
447	0 0 0 0 0 996 981 1489 534 
448	0 0 0 0 0 970 1001 1481 548 
449	0 0 0 0 0 1024 1010 1462 504 
450	0 0 0 0 0 1013 988 1472 527 
451	0 0 0 0 0 994 1012 1473 521 
452	0 0 0 0 0 1000 1003 1475 522 
453	0 0 0 0 0 986 1018 1471 525 
454	0 0 0 0 0 1002 1015 1468 515 
455	0 0 0 0 0 1004 1002 1471 523 
456	0 0 0 0 0 1012 1012 1423 553 
457	0 0 0 0 0 1008 984 1450 558 
458	0 0 0 0 0 1015 994 1454 537 
459	0 0 0 0 0 1039 996 1434 531 
460	0 0 0 0 0 995 999 1473 533 
461	0 0 0 0 0 1004 1020 1450 526 
462	0 0 0 0 0 1018 1003 1454 525 
463	0 0 0 0 0 1002 1010 1477 511 
464	0 0 0 0 0 1003 1028 1431 538 
465	0 0 0 0 0 1011 1003 1457 529 
466	0 0 0 0 0 1015 1001 1468 516 
467	0 0 0 0 0 998 1008 1467 527 
468	0 0 0 0 0 997 1026 1446 531 
469	0 0 0 0 0 995 1012 1466 527 
470	0 0 0 0 0 1014 1020 1454 512 
471	0 0 0 0 0 1005 1013 1434 548 
472	0 0 0 0 0 1036 1007 1427 530 
473	0 0 0 0 0 1038 1005 1431 526 
474	0 0 0 0 0 1003 1015 1458 524 
475	0 0 0 0 0 989 1009 1483 519 
476	0 0 0 0 0 1007 996 1466 531 
477	0 0 0 0 0 999 1012 1472 517 
478	0 0 0 0 0 1003 1004 1473 520 
479	0 0 0 0 0 1031 1004 1427 538 
480	0 0 0 0 0 1012 1008 1457 523 
481	0 0 0 0 0 1023 988 1453 536 
482	0 0 0 0 0 975 1008 1467 550 
483	0 0 0 0 0 983 1021 1437 559 
484	0 0 0 0 0 994 1008 1475 523 
485	0 0 0 0 0 1005 998 1466 531 
486	0 0 0 0 0 1029 1041 1420 510 
487	0 0 0 0 0 1013 998 1457 532 
488	0 0 0 0 0 1036 975 1446 543 
489	0 0 0 0 0 1012 1003 1455 530 
490	0 0 0 0 0 983 970 1494 553 
491	0 0 0 0 0 1007 994 1470 529 
492	0 0 0 0 0 1000 1028 1447 525 
493	0 0 0 0 0 991 998 1463 548 
494	0 0 0 0 0 1005 1000 1470 525 
495	0 0 0 0 0 1018 1000 1447 535 
496	0 0 0 0 0 998 1008 1477 517 
497	0 0 0 0 0 998 1006 1481 515 
498	0 0 0 0 0 1019 1024 1450 507 
499	0 0 0 0 0 1002 991 1456 551 
500	0 0 0 0 0 1013 1029 1421 537 
501	0 0 0 0 0 1013 1015 1452 520 
502	0 0 0 0 0 982 1010 1478 530 
503	0 0 0 0 0 980 1008 1480 532 
504	0 0 0 0 0 1002 997 1495 506 
505	0 0 0 0 0 994 1014 1470 522 
506	0 0 0 0 0 1015 992 1478 515 
507	0 0 0 0 0 999 1004 1474 523 
508	0 0 0 0 0 1004 1030 1420 546 
509	0 0 0 0 0 1003 1010 1469 518 
510	0 0 0 0 0 995 1030 1451 524 
511	0 0 0 0 0 994 1002 1471 533 
512	0 0 0 0 0 1032 995 1452 521 
513	0 0 0 0 0 984 1043 1446 527 
514	0 0 0 0 0 1022 1004 1457 517 
515	0 0 0 0 0 1010 1009 1465 516 
516	0 0 0 0 0 1041 971 1460 528 
517	0 0 0 0 0 1014 990 1458 538 
518	0 0 0 0 0 1014 1017 1439 530 
519	0 0 0 0 0 1056 998 1425 521 
520	0 0 0 0 0 1007 1013 1453 527 
521	0 0 0 0 0 1037 995 1455 513 
522	0 0 0 0 0 993 997 1472 538 
523	0 0 0 0 0 978 1015 1460 547 
524	0 0 0 0 0 989 1037 1429 545 
525	0 0 0 0 0 1003 993 1462 542 
526	0 0 0 0 0 1007 1007 1463 523 
527	0 0 0 0 0 997 1026 1439 538 
528	0 0 0 0 0 972 1035 1453 540 
529	0 0 0 0 0 1049 1026 1411 514 
530	0 0 0 0 0 1005 1027 1458 510 
531	0 0 0 0 0 1011 1006 1462 521 
532	0 0 0 0 0 982 983 1499 536 
533	0 0 0 0 0 996 1017 1458 529 
534	0 0 0 0 0 1009 984 1469 538 
535	0 0 0 0 0 1034 985 1452 529 
536	0 0 0 0 0 1000 1010 1465 525 
537	0 0 0 0 0 1037 1024 1411 528 
538	0 0 0 0 0 1015 993 1481 511 
539	0 0 0 0 0 1004 996 1468 532 
540	0 0 0 0 0 1004 1025 1464 507 
541	0 0 0 0 0 1000 980 1488 532 
542	0 0 0 0 0 1029 990 1457 524 
543	0 0 0 0 0 998 1012 1474 516 
544	0 0 0 0 0 1007 1030 1456 507 
545	0 0 0 0 0 1047 974 1438 541 
546	0 0 0 0 0 1011 1011 1448 530 
547	0 0 0 0 0 1004 1005 1441 550 
548	0 0 0 0 0 1015 1005 1483 497 
549	0 0 0 0 0 991 996 1472 541 
550	0 0 0 0 0 1004 1007 1466 523 
551	0 0 0 0 0 992 1024 1459 525 
552	0 0 0 0 0 999 1008 1466 527 
553	0 0 0 0 0 998 984 1480 538 
554	0 0 0 0 0 988 1015 1458 539 
555	0 0 0 0 0 1012 1011 1460 517 
556	0 0 0 0 0 987 1012 1458 543 
557	0 0 0 0 0 985 1015 1472 528 
558	0 0 0 0 0 986 1025 1463 526 
559	0 0 0 0 0 1003 1001 1471 525 
560	0 0 0 0 0 995 994 1485 526 
561	0 0 0 0 0 1003 1033 1456 508 
562	0 0 0 0 0 1026 1006 1442 526 
563	0 0 0 0 0 1025 987 1464 524 
564	0 0 0 0 0 992 976 1494 538 
565	0 0 0 0 0 985 1022 1456 537 
566	0 0 0 0 0 1027 1011 1420 542 
567	0 0 0 0 0 990 1027 1451 532 
568	0 0 0 0 0 1002 1021 1461 516 
569	0 0 0 0 0 995 997 1483 525 
570	0 0 0 0 0 1002 1032 1452 514 
571	0 0 0 0 0 1030 1031 1415 524 
572	0 0 0 0 0 987 1007 1474 532 
573	0 0 0 0 0 987 1035 1437 541 
574	0 0 0 0 0 991 1009 1473 527 
575	0 0 0 0 0 1020 1009 1439 532 
576	0 0 0 0 0 1003 1000 1470 527 
577	0 0 0 0 0 1001 1022 1451 526 
578	0 0 0 0 0 983 1017 1466 534 
579	0 0 0 0 0 1012 990 1464 534 
580	0 0 0 0 0 1034 1005 1440 521 
581	0 0 0 0 0 1006 1030 1447 517 
582	0 0 0 0 0 998 1004 1471 527 
583	0 0 0 0 0 1000 1009 1469 522 
584	0 0 0 0 0 996 1029 1450 525 
585	0 0 0 0 0 1017 1015 1453 515 
586	0 0 0 0 0 1027 1073 1380 520 
587	0 0 0 0 0 1006 985 1480 529 
588	0 0 0 0 0 1009 1002 1476 513 
589	0 0 0 0 0 999 991 1478 532 
590	0 0 0 0 0 992 1030 1449 529 
591	0 0 0 0 0 1001 983 1469 547 
592	0 0 0 0 0 1001 1020 1467 512 
593	0 0 0 0 0 978 1025 1451 546 
594	0 0 0 0 0 1000 1013 1466 521 
